Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,KMeans_Cluster
32.0,1,43.0,8.0,8.0,19.0,0,2,410.0,17.0,1.0,0
46.0,1,33.0,19.0,3.0,5.0,0,0,628.42,18.0,0.0,1
41.0,0,30.0,17.0,3.0,15.0,2,0,621.64,3.0,0.0,3
33.0,1,7.0,24.0,3.0,5.0,1,1,454.39,18.0,1.0,1
38.0,1,32.0,12.0,7.0,23.0,2,2,743.0,29.0,1.0,0
45.0,1,38.0,6.0,1.0,0.0,2,2,841.62,5.0,0.0,2
59.0,1,41.0,5.0,6.0,22.0,0,1,791.0,30.0,1.0,0
21.0,0,13.0,13.0,1.0,20.0,2,0,672.57,10.0,0.0,3
18.0,1,58.0,23.0,3.0,26.0,2,1,716.0,30.0,1.0,2
56.0,1,7.0,17.0,10.0,15.0,2,1,714.0,10.0,1.0,0
65.0,1,16.0,4.0,3.0,15.0,2,1,200.59,13.0,1.0,0
19.0,1,36.0,14.0,5.0,28.0,2,2,348.0,26.0,1.0,0
20.0,1,6.0,1.0,1.0,1.0,1,0,841.8,18.0,0.0,1
22.0,0,60.0,19.0,6.0,10.0,2,0,273.0,12.0,1.0,3
64.0,0,16.0,10.0,2.0,13.0,0,0,329.0,28.0,1.0,0
54.0,1,51.0,3.0,6.0,28.0,2,1,401.47,16.0,1.0,0
54.0,0,23.0,14.0,0.0,28.0,2,0,735.0,12.0,1.0,3
38.0,1,25.0,20.0,4.0,28.0,1,1,126.0,9.0,1.0,0
34.0,0,28.0,29.0,4.0,27.0,0,1,444.0,29.0,1.0,0
45.0,1,27.0,23.0,2.0,13.0,1,2,707.54,6.0,0.0,2
50.0,0,59.0,1.0,1.0,18.0,0,0,501.95,8.0,0.0,3
19.0,1,15.0,3.0,8.0,9.0,0,0,936.0,14.0,1.0,1
45.0,1,59.0,4.0,3.0,1.0,1,0,761.8,14.0,0.0,1
32.0,1,20.0,4.0,10.0,14.0,0,2,409.0,1.0,1.0,0
22.0,1,47.0,5.0,1.0,0.0,2,0,665.19,26.0,0.0,1
48.0,1,54.0,9.0,1.0,17.0,0,0,776.87,1.0,0.0,1
59.0,1,37.0,16.0,0.0,26.0,0,1,326.0,24.0,1.0,0
36.0,0,51.0,14.0,10.0,22.0,1,0,535.0,11.0,1.0,0
46.0,1,26.0,29.0,1.0,12.0,2,0,569.54,12.0,0.0,1
40.0,1,27.0,21.0,2.0,1.0,0,0,553.34,5.0,0.0,1
25.0,1,56.0,25.0,6.0,9.0,0,1,674.03,22.0,1.0,2
44.0,0,37.0,24.0,3.0,14.0,1,0,571.59,5.0,0.0,3
23.0,1,2.0,19.0,9.0,27.0,2,0,300.0,6.0,1.0,0
37.0,0,27.0,29.0,1.0,3.0,1,0,716.18,12.0,0.0,3
46.0,1,2.0,15.0,10.0,27.0,2,1,658.0,19.0,1.0,0
39.0,1,15.0,10.0,3.0,0.0,2,0,779.69,5.0,0.0,1
25.0,0,38.0,30.0,2.0,16.0,2,0,858.22,1.0,0.0,3
20.0,0,16.0,3.0,3.0,3.0,2,2,654.0,13.0,1.0,3
34.0,1,48.0,4.0,2.0,10.0,2,0,973.9,5.0,0.0,1
28.0,1,2.0,17.0,1.0,1.0,1,0,891.01,6.0,0.0,1
39.0,0,50.0,6.0,2.0,1.0,1,2,765.88,2.0,0.0,3
42.0,0,34.0,20.0,3.0,2.0,0,2,718.43,2.0,0.0,3
28.0,1,52.0,3.0,1.0,11.0,1,2,873.13,21.0,0.0,2
50.0,1,20.0,13.0,2.0,4.0,2,2,737.6,13.0,0.0,2
25.0,1,5.0,22.0,0.0,2.0,0,0,352.0,11.0,1.0,1
38.0,1,46.0,30.0,2.0,9.0,2,0,653.29,29.0,0.0,1
27.0,0,28.0,3.0,9.0,29.0,2,0,105.51,14.0,1.0,0
43.0,1,37.0,20.0,4.0,7.0,1,2,638.76,14.0,0.0,2
48.0,1,47.0,20.0,8.0,28.0,0,2,758.0,28.0,1.0,0
62.0,1,33.0,2.0,0.0,20.0,0,0,275.0,8.0,1.0,1
39.0,1,30.0,3.0,4.0,0.0,2,0,428.0,27.0,1.0,1
44.0,0,25.0,13.0,0.0,19.0,1,0,607.53,12.0,0.0,3
50.0,0,18.0,22.0,5.0,6.0,1,2,920.79,10.0,0.0,3
24.0,0,47.0,21.0,0.0,17.0,1,2,251.0,4.0,1.0,3
34.0,0,22.0,12.0,1.0,0.0,2,2,213.0,5.0,1.0,3
48.0,0,21.0,26.0,10.0,19.0,2,1,520.0,7.0,1.0,0
36.0,0,19.0,13.0,6.0,11.0,0,0,557.0,26.0,1.0,0
35.0,1,51.0,17.0,4.0,26.0,0,0,460.99,17.0,1.0,1
64.0,1,14.0,4.0,0.0,12.0,1,1,162.0,28.0,1.0,0
45.0,0,45.0,21.0,7.0,29.0,1,1,557.0,13.0,1.0,0
26.0,1,6.0,29.0,2.0,18.0,1,2,969.72,20.0,0.0,2
20.0,1,6.0,11.0,0.0,4.0,2,0,941.96,4.0,0.0,1
48.0,1,39.0,3.0,4.0,5.0,2,0,707.0,4.0,0.0,1
55.0,1,30.0,20.0,6.0,11.0,1,0,534.21,28.0,1.0,0
30.0,1,31.0,26.0,3.0,20.0,1,0,964.74,5.0,0.0,1
47.0,0,25.0,8.0,3.0,3.0,0,2,881.94,5.0,0.0,3
37.0,0,34.0,4.0,10.0,0.0,1,2,482.0,23.0,1.0,0
54.0,0,39.0,6.0,7.0,7.0,1,2,588.65,17.0,1.0,0
38.0,1,2.0,23.0,2.0,6.0,2,2,681.09,11.0,0.0,2
49.0,0,43.0,28.0,8.0,28.0,1,0,426.0,4.0,1.0,0
53.0,0,43.0,27.0,9.0,13.0,2,1,861.0,8.0,1.0,3
25.0,1,38.0,18.0,10.0,12.0,2,0,758.0,16.0,1.0,1
64.0,1,17.0,9.0,3.0,15.0,0,0,641.0,15.0,1.0,1
51.0,0,50.0,19.0,5.0,3.0,0,1,188.0,12.0,1.0,0
27.0,0,44.0,4.0,2.0,15.0,2,2,321.0,13.0,1.0,3
65.0,0,3.0,18.0,5.0,10.0,0,1,845.0,15.0,1.0,3
56.0,0,9.0,1.0,4.0,17.0,0,2,151.46,12.0,1.0,0
44.0,1,19.0,13.0,3.0,17.0,0,2,761.3,23.0,0.0,2
28.0,0,6.0,4.0,0.0,16.0,0,0,694.37,3.0,0.0,3
61.0,0,52.0,22.0,1.0,10.0,1,0,796.12,25.0,1.0,3
60.0,1,13.0,26.0,7.0,15.0,1,2,394.0,7.0,1.0,0
41.0,0,2.0,2.0,3.0,27.0,0,1,489.0,17.0,1.0,0
26.0,0,6.0,12.0,1.0,1.0,0,0,500.28,10.0,0.0,3
42.0,1,45.0,26.0,2.0,2.0,0,2,544.86,20.0,0.0,2
48.0,0,10.0,24.0,9.0,30.0,2,2,422.0,20.0,1.0,0
43.0,0,24.0,30.0,4.0,11.0,0,2,597.31,14.0,0.0,3
41.0,1,20.0,21.0,1.0,15.0,1,2,507.85,7.0,0.0,2
49.0,1,3.0,6.0,3.0,6.0,2,0,571.71,23.0,0.0,1
44.0,1,16.0,22.0,3.0,4.0,2,1,359.0,16.0,1.0,1
43.0,1,33.0,26.0,3.0,15.0,2,0,524.35,20.0,0.0,1
19.0,1,52.0,28.0,0.0,1.0,2,2,959.84,24.0,0.0,2
32.0,0,46.0,21.0,1.0,17.0,2,2,793.48,9.0,0.0,3
51.0,1,33.0,24.0,7.0,25.0,2,2,477.0,25.0,1.0,0
19.0,0,25.0,9.0,1.0,11.0,1,0,817.5,8.0,0.0,3
43.0,1,33.0,22.0,3.0,22.0,1,1,295.0,6.0,1.0,0
45.0,1,59.0,29.0,0.0,14.0,2,2,935.07,23.0,0.0,2
56.0,0,37.0,8.0,3.0,17.0,2,2,501.0,6.0,1.0,3
33.0,1,6.0,18.0,1.0,30.0,1,0,496.0,27.0,1.0,1
49.0,1,54.0,17.0,4.0,6.0,2,0,518.92,15.0,0.0,1
65.0,1,29.0,18.0,4.0,22.0,2,2,394.0,20.0,1.0,0
45.0,1,27.0,3.0,4.0,10.0,0,2,634.44,1.0,0.0,2
56.0,0,49.0,23.0,1.0,23.0,0,1,294.0,7.0,1.0,3
23.0,1,57.0,18.0,0.0,0.0,0,2,660.67,14.0,0.0,2
22.0,0,52.0,12.0,1.0,1.0,0,0,642.19,5.0,0.0,3
23.0,1,13.0,13.0,0.0,4.0,0,0,926.02,2.0,0.0,1
35.0,0,32.0,30.0,7.0,16.0,0,2,190.0,8.0,1.0,0
36.0,1,33.0,2.0,7.0,8.0,0,0,885.0,21.0,1.0,1
48.0,1,36.0,12.0,2.0,5.0,0,2,533.39,12.0,0.0,2
20.0,0,23.0,30.0,1.0,11.0,1,0,657.9,3.0,0.0,3
25.0,1,21.0,12.0,1.0,14.0,1,0,856.39,17.0,0.0,1
41.0,0,22.0,11.0,0.0,30.0,0,2,624.47,28.0,1.0,0
28.0,1,49.0,13.0,9.0,30.0,0,2,639.0,27.0,1.0,0
23.0,1,22.0,16.0,2.0,26.0,2,1,344.0,6.0,1.0,2
65.0,0,2.0,24.0,3.0,4.0,1,2,378.0,27.0,1.0,0
39.0,0,7.0,25.0,1.0,23.0,2,0,651.01,7.0,1.0,3
45.0,1,18.0,26.0,3.0,13.0,1,2,957.0,22.0,0.0,2
20.0,0,32.0,30.0,1.0,1.0,0,0,875.0,25.0,1.0,3
35.0,0,57.0,28.0,3.0,10.0,1,1,442.0,13.0,1.0,3
24.0,1,39.0,30.0,2.0,12.0,1,0,773.73,11.0,0.0,1
40.0,0,58.0,2.0,1.0,5.0,2,2,876.45,4.0,0.0,3
50.0,1,30.0,6.0,2.0,15.0,0,0,872.31,1.0,0.0,1
50.0,0,27.0,22.0,8.0,3.0,2,1,237.0,24.0,1.0,0
45.0,1,55.0,8.0,0.0,0.0,1,2,877.26,11.0,0.0,2
47.0,1,58.0,19.0,1.0,13.0,1,2,662.65,27.0,0.0,2
25.0,1,28.0,3.0,5.0,15.0,0,1,786.0,23.0,1.0,2
46.0,1,34.0,14.0,6.0,30.0,2,2,378.0,21.0,1.0,0
37.0,1,26.0,27.0,1.0,7.0,1,2,526.99,13.0,0.0,2
34.0,1,26.0,13.0,3.0,15.0,2,1,119.0,7.0,1.0,0
37.0,1,13.0,18.0,0.0,4.0,1,0,538.54,18.0,0.0,1
50.0,1,13.0,15.0,5.0,21.0,2,1,499.0,3.0,1.0,0
42.0,0,34.0,9.0,2.0,26.0,2,0,842.0,3.0,1.0,3
30.0,1,43.0,4.0,2.0,7.0,1,2,865.2,19.0,0.0,2
18.0,1,26.0,28.0,0.0,3.0,2,2,798.41,5.0,0.0,2
44.0,0,2.0,7.0,7.0,14.0,1,1,216.16,12.0,1.0,0
35.0,1,21.0,24.0,4.0,5.0,1,0,675.0,14.0,1.0,1
53.0,1,50.0,17.0,5.0,21.0,2,2,945.8,19.0,1.0,2
30.0,0,22.0,25.0,2.0,20.0,2,2,559.15,2.0,0.0,3
23.0,1,44.0,25.0,0.0,5.0,2,1,954.0,20.0,1.0,2
23.0,0,18.0,5.0,0.0,5.0,1,1,500.0,16.0,1.0,3
64.0,0,12.0,10.0,5.0,9.0,0,1,403.0,21.0,1.0,0
18.0,0,17.0,17.0,9.0,30.0,1,0,400.0,26.0,1.0,0
42.0,1,12.0,10.0,0.0,11.0,1,0,507.18,5.0,0.0,1
48.0,0,41.0,4.0,6.0,22.0,2,1,738.0,9.0,1.0,0
28.0,0,1.0,20.0,9.0,25.0,1,1,331.0,23.0,1.0,0
18.0,0,41.0,23.0,0.0,12.0,2,2,644.53,18.0,1.0,3
31.0,0,1.0,12.0,2.0,10.0,1,2,588.89,9.0,0.0,3
50.0,0,19.0,29.0,2.0,20.0,0,2,653.04,1.0,0.0,3
26.0,1,19.0,17.0,10.0,6.0,2,1,641.87,10.0,1.0,0
24.0,1,54.0,16.0,0.0,1.0,2,2,503.37,27.0,0.0,2
58.0,1,53.0,23.0,3.0,21.0,2,0,959.0,20.0,1.0,1
44.0,1,38.0,21.0,0.0,2.0,2,1,142.0,13.0,1.0,2
38.0,0,23.0,11.0,3.0,0.0,0,2,946.73,15.0,0.0,3
42.0,1,46.0,4.0,9.0,23.0,2,0,103.0,3.0,1.0,0
60.0,0,57.0,29.0,8.0,7.0,0,1,676.0,13.0,1.0,0
40.0,1,28.0,14.0,4.0,10.0,2,0,540.31,4.0,0.0,1
58.0,0,34.0,13.0,1.0,5.0,1,2,428.0,28.0,1.0,3
26.0,1,35.0,20.0,9.0,13.0,1,0,915.0,1.0,1.0,1
64.0,1,56.0,19.0,4.0,8.0,1,2,515.83,26.0,1.0,2
45.0,0,46.0,10.0,9.0,0.0,1,0,409.5,18.0,1.0,0
42.0,0,1.0,13.0,0.0,20.0,2,2,695.53,4.0,0.0,3
44.0,1,48.0,18.0,3.0,13.0,1,2,861.95,29.0,0.0,2
55.0,1,41.0,17.0,3.0,18.0,1,0,177.0,28.0,1.0,0
39.0,1,33.0,18.0,9.0,13.0,1,0,624.0,13.0,1.0,0
36.0,0,54.0,16.0,8.0,1.0,2,0,628.0,17.0,1.0,3
20.0,0,50.0,2.0,7.0,14.0,0,0,360.0,23.0,1.0,0
30.0,1,23.0,4.0,9.0,11.0,0,1,641.0,16.0,1.0,0
48.0,1,23.0,25.0,4.0,26.0,1,2,984.0,10.0,1.0,2
39.0,1,53.0,5.0,1.0,16.0,1,0,681.77,28.0,0.0,1
45.0,0,42.0,1.0,0.0,17.0,1,2,658.11,6.0,0.0,3
51.0,1,24.0,24.0,2.0,5.0,2,0,336.01,18.0,1.0,1
44.0,0,19.0,26.0,5.0,9.0,0,0,290.0,13.0,1.0,0
39.0,1,58.0,9.0,3.0,13.0,0,1,317.0,4.0,1.0,2
50.0,0,28.0,20.0,0.0,25.0,0,1,571.0,9.0,1.0,3
52.0,0,24.0,10.0,6.0,17.0,0,2,447.0,14.0,1.0,0
51.0,0,25.0,13.0,8.0,0.0,2,2,920.0,8.0,1.0,3
53.0,0,45.0,12.0,5.0,2.0,0,2,214.0,24.0,1.0,0
35.0,1,15.0,29.0,3.0,10.0,0,2,930.94,6.0,0.0,2
40.0,1,6.0,20.0,0.0,19.0,2,2,543.01,27.0,0.0,2
50.0,1,42.0,27.0,4.0,5.0,0,0,596.55,5.0,0.0,1
65.0,0,32.0,9.0,3.0,20.0,1,2,376.0,4.0,1.0,0
65.0,0,26.0,18.0,6.0,4.0,2,2,587.0,17.0,1.0,0
41.0,1,11.0,16.0,0.0,11.0,0,2,934.0,27.0,0.0,2
60.0,0,15.0,30.0,2.0,23.0,2,0,748.0,23.0,1.0,0
47.0,1,14.0,12.0,3.0,0.0,0,0,354.0,16.0,1.0,1
29.0,1,22.0,30.0,2.0,4.0,0,2,449.0,19.0,1.0,2
20.0,1,59.0,5.0,0.0,7.0,2,0,239.0,16.0,1.0,1
35.0,1,17.0,24.0,0.0,20.0,2,0,767.8,26.0,0.0,1
33.0,1,59.0,22.0,4.0,15.0,1,0,440.0,26.0,1.0,1
33.0,1,12.0,16.0,0.0,20.0,2,2,596.76,5.0,0.0,2
50.0,1,44.0,28.0,1.0,9.0,2,0,580.22,24.0,0.0,1
38.0,0,48.0,4.0,2.0,10.0,1,0,226.0,21.0,1.0,3
51.0,0,30.0,13.0,6.0,1.0,1,1,391.0,17.0,1.0,0
27.0,0,20.0,28.0,6.0,30.0,0,1,201.0,16.0,1.0,0
38.0,0,56.0,1.0,2.0,5.0,0,0,972.46,1.0,0.0,3
44.0,1,60.0,18.0,5.0,15.0,0,0,648.79,26.0,1.0,1
46.0,1,16.0,25.0,0.0,18.0,0,0,673.69,23.0,0.0,1
56.0,1,29.0,30.0,1.0,3.0,2,1,464.28,4.0,1.0,1
57.0,0,40.0,25.0,5.0,5.0,0,1,519.0,26.0,1.0,0
44.0,0,53.0,14.0,7.0,14.0,1,0,487.18,29.0,1.0,0
33.0,1,54.0,7.0,2.0,5.0,1,0,929.54,13.0,0.0,1
43.0,1,46.0,27.0,4.0,2.0,2,1,447.0,21.0,1.0,2
33.0,0,23.0,6.0,3.0,28.0,0,1,588.51,29.0,1.0,0
57.0,1,32.0,15.0,5.0,28.0,1,2,157.0,15.0,1.0,0
24.0,1,11.0,18.0,2.0,15.0,2,2,287.0,13.0,1.0,2
48.0,0,41.0,20.0,1.0,0.0,2,2,516.93,2.0,0.0,3
18.0,0,52.0,17.0,1.0,4.0,2,0,272.0,4.0,1.0,3
31.0,1,56.0,14.0,2.0,6.0,2,2,872.0,27.0,0.0,2
24.0,1,20.0,12.0,0.0,11.0,0,2,837.9,7.0,0.0,2
36.0,0,46.0,20.0,6.0,30.0,0,2,430.0,11.0,1.0,0
60.0,0,24.0,22.0,7.0,7.0,0,0,416.17,1.0,1.0,0
45.0,0,51.0,6.0,7.0,22.0,0,2,494.5,21.0,1.0,0
32.0,0,27.0,20.0,8.0,6.0,2,1,836.0,24.0,1.0,3
59.0,1,29.0,23.0,5.0,19.0,0,0,728.0,1.0,1.0,1
42.0,1,22.0,29.0,0.0,17.0,0,0,618.2,22.0,0.0,1
29.0,0,49.0,17.0,6.0,22.0,1,1,516.13,3.0,1.0,3
43.0,1,58.0,12.0,0.0,3.0,2,1,515.0,20.0,1.0,2
32.0,1,6.0,22.0,2.0,7.0,2,2,785.87,22.0,0.0,2
39.0,1,29.0,13.0,0.0,9.0,0,0,839.96,10.0,0.0,1
20.0,1,35.0,10.0,0.0,4.0,0,2,945.07,19.0,0.0,2
52.0,1,1.0,4.0,0.0,6.0,0,0,398.0,1.0,1.0,1
46.0,0,42.0,13.0,3.0,6.0,0,0,303.0,12.0,1.0,3
26.0,1,49.0,28.0,6.0,2.0,2,1,201.0,19.0,1.0,2
21.0,0,46.0,23.0,3.0,18.0,0,0,494.55,27.0,1.0,3
49.0,1,42.0,7.0,0.0,5.0,0,0,787.33,12.0,0.0,1
29.0,0,48.0,7.0,2.0,14.0,1,2,266.0,15.0,1.0,3
45.0,1,21.0,29.0,0.0,6.0,2,0,524.26,26.0,0.0,1
29.0,1,35.0,26.0,2.0,15.0,1,0,917.44,20.0,0.0,1
18.0,1,53.0,14.0,4.0,2.0,1,2,239.0,8.0,1.0,2
31.0,1,18.0,28.0,2.0,8.0,2,2,844.43,12.0,0.0,2
29.0,1,18.0,27.0,2.0,12.0,2,0,628.72,17.0,0.0,1
18.0,1,37.0,21.0,9.0,12.0,1,1,182.0,1.0,1.0,0
22.0,0,46.0,20.0,5.0,19.0,0,2,560.74,15.0,1.0,3
53.0,1,28.0,25.0,3.0,3.0,2,0,423.0,17.0,1.0,1
46.0,1,54.0,2.0,4.0,6.0,0,0,943.31,11.0,0.0,1
50.0,0,25.0,10.0,0.0,15.0,1,2,889.52,1.0,0.0,3
39.0,1,28.0,20.0,4.0,0.0,2,0,210.02,20.0,1.0,1
59.0,0,25.0,25.0,8.0,11.0,2,1,951.29,17.0,1.0,0
43.0,0,30.0,12.0,1.0,13.0,1,0,829.14,6.0,0.0,3
30.0,0,17.0,29.0,0.0,22.0,1,1,543.44,19.0,1.0,3
23.0,0,53.0,3.0,8.0,28.0,2,2,281.0,12.0,1.0,0
19.0,1,13.0,7.0,6.0,11.0,1,1,945.15,21.0,1.0,1
59.0,0,43.0,29.0,10.0,16.0,2,0,623.33,23.0,1.0,0
21.0,0,3.0,10.0,2.0,11.0,0,0,855.21,20.0,1.0,3
34.0,1,20.0,25.0,1.0,6.0,1,2,967.58,22.0,0.0,2
34.0,1,36.0,30.0,3.0,4.0,0,0,806.88,21.0,0.0,1
49.0,0,19.0,24.0,0.0,19.0,1,0,508.0,17.0,1.0,3
45.0,1,56.0,15.0,1.0,1.0,2,2,635.08,16.0,0.0,2
51.0,1,20.0,4.0,0.0,30.0,2,1,184.0,7.0,1.0,0
30.0,1,39.0,21.0,0.0,16.0,2,2,646.29,19.0,0.0,2
41.0,1,1.0,28.0,4.0,9.0,1,0,653.55,11.0,0.0,1
39.0,0,2.0,6.0,3.0,11.0,1,2,985.92,7.0,0.0,3
50.0,1,18.0,28.0,0.0,11.0,0,2,857.05,9.0,0.0,2
42.0,0,8.0,22.0,3.0,0.0,2,0,798.23,3.0,0.0,3
48.0,1,42.0,29.0,0.0,13.0,1,0,953.11,2.0,0.0,1
42.0,1,30.0,18.0,0.0,0.0,0,2,314.0,25.0,1.0,2
41.0,1,1.0,1.0,7.0,1.0,2,1,955.0,28.0,1.0,1
31.0,1,23.0,4.0,5.0,25.0,1,0,748.46,24.0,1.0,1
53.0,1,19.0,14.0,10.0,6.0,1,1,941.0,6.0,1.0,0
55.0,1,33.0,11.0,8.0,24.0,2,2,684.0,28.0,1.0,0
51.0,0,27.0,23.0,6.0,13.0,1,0,629.0,6.0,1.0,3
30.0,1,26.0,13.0,1.0,1.0,2,0,515.76,21.0,0.0,1
34.0,1,29.0,10.0,3.0,2.0,1,2,932.94,27.0,0.0,2
63.0,0,54.0,21.0,2.0,3.0,0,1,281.0,29.0,1.0,0
50.0,1,54.0,21.0,6.0,18.0,1,1,167.49,16.0,1.0,0
59.0,1,6.0,9.0,5.0,21.0,1,0,432.0,4.0,1.0,0
45.0,1,10.0,12.0,4.0,16.0,0,0,863.47,1.0,0.0,1
61.0,1,18.0,18.0,10.0,1.0,1,2,149.96,23.0,1.0,0
28.0,1,44.0,27.0,8.0,6.0,1,2,630.0,20.0,1.0,2
39.0,0,37.0,4.0,1.0,13.0,2,2,830.71,12.0,0.0,3
38.0,1,60.0,2.0,0.0,14.0,2,0,994.12,2.0,0.0,1
48.0,1,33.0,11.0,2.0,11.0,1,2,653.51,8.0,0.0,2
59.0,1,40.0,5.0,3.0,18.0,2,0,831.0,1.0,1.0,1
43.0,1,2.0,28.0,5.0,22.0,1,0,721.0,16.0,1.0,1
45.0,0,35.0,10.0,3.0,3.0,2,0,572.19,3.0,0.0,3
62.0,0,1.0,2.0,2.0,27.0,2,0,921.0,9.0,1.0,3
21.0,0,48.0,22.0,2.0,10.0,2,2,834.41,9.0,0.0,3
56.0,1,3.0,21.0,10.0,6.0,0,0,418.57,30.0,1.0,0
31.0,1,20.0,25.0,2.0,13.0,0,0,811.86,28.0,0.0,1
40.0,0,9.0,23.0,4.0,8.0,0,1,281.0,15.0,1.0,0
19.0,1,8.0,19.0,0.0,4.0,2,0,551.26,18.0,0.0,1
58.0,0,31.0,21.0,8.0,7.0,1,1,921.15,24.0,1.0,0
21.0,0,34.0,17.0,1.0,4.0,0,2,573.62,8.0,0.0,3
64.0,1,33.0,21.0,5.0,0.0,1,1,906.0,9.0,1.0,1
23.0,0,30.0,20.0,10.0,2.0,0,0,160.0,13.0,1.0,0
62.0,0,49.0,3.0,6.0,8.0,0,0,540.0,6.0,1.0,0
59.0,1,34.0,1.0,9.0,26.0,2,1,988.0,21.0,1.0,0
42.0,1,43.0,15.0,4.0,3.0,0,0,947.61,17.0,0.0,1
40.0,1,44.0,24.0,1.0,9.0,0,2,370.37,8.0,1.0,2
55.0,0,60.0,17.0,9.0,13.0,0,2,388.0,7.0,1.0,0
42.0,1,6.0,29.0,1.0,2.0,2,2,640.3,5.0,0.0,2
22.0,1,18.0,18.0,2.0,26.0,2,0,839.0,2.0,1.0,1
34.0,0,42.0,4.0,5.0,20.0,1,2,775.0,22.0,1.0,3
33.0,1,37.0,14.0,1.0,0.0,0,1,145.0,24.0,1.0,2
50.0,1,34.0,8.0,6.0,18.0,2,2,557.0,30.0,1.0,0
39.0,0,25.0,25.0,0.0,5.0,2,2,854.28,2.0,0.0,3
49.0,0,27.0,26.0,6.0,5.0,1,1,772.0,10.0,1.0,3
53.0,1,26.0,15.0,6.0,13.0,2,2,996.0,29.0,1.0,2
30.0,0,48.0,26.0,3.0,8.0,2,2,926.05,5.0,0.0,3
34.0,1,5.0,6.0,2.0,1.0,1,2,906.68,3.0,0.0,2
44.0,1,28.0,2.0,0.0,16.0,0,2,550.54,29.0,0.0,2
47.0,0,22.0,8.0,5.0,22.0,1,0,463.0,18.0,1.0,0
46.0,1,30.0,29.0,1.0,6.0,2,2,789.4,18.0,0.0,2
20.0,1,19.0,29.0,2.0,7.0,0,1,968.0,22.0,1.0,1
35.0,1,42.0,6.0,1.0,17.0,2,0,343.0,21.0,1.0,1
32.0,1,55.0,12.0,10.0,24.0,2,0,260.99,24.0,1.0,0
23.0,0,9.0,20.0,2.0,6.0,1,2,611.24,9.0,0.0,3
32.0,0,52.0,1.0,3.0,0.0,2,0,640.15,8.0,0.0,3
56.0,1,47.0,29.0,0.0,23.0,2,2,449.0,18.0,1.0,2
45.0,1,55.0,2.0,2.0,10.0,2,0,777.42,11.0,0.0,1
21.0,1,38.0,18.0,2.0,25.0,2,1,981.0,11.0,1.0,2
32.0,0,53.0,19.0,0.0,4.0,0,0,666.21,18.0,1.0,3
38.0,1,19.0,18.0,3.0,0.0,0,2,692.63,18.0,0.0,2
50.0,0,45.0,22.0,5.0,8.0,0,2,841.01,12.0,0.0,3
35.0,1,21.0,22.0,0.0,9.0,1,2,808.24,20.0,0.0,2
37.0,0,6.0,24.0,7.0,14.0,2,1,772.0,21.0,1.0,0
20.0,1,22.0,5.0,8.0,14.0,2,2,450.95,14.0,1.0,2
37.0,1,35.0,15.0,1.0,18.0,2,2,645.79,28.0,0.0,2
21.0,1,60.0,25.0,3.0,0.0,2,0,305.94,1.0,1.0,1
28.0,0,22.0,15.0,2.0,11.0,2,0,595.94,11.0,0.0,3
36.0,0,8.0,12.0,3.0,22.0,2,1,119.0,9.0,1.0,0
50.0,1,29.0,10.0,5.0,2.0,1,2,775.66,29.0,0.0,2
61.0,1,36.0,13.0,2.0,28.0,2,0,152.0,12.0,1.0,0
55.0,1,12.0,11.0,7.0,15.0,1,0,101.0,8.0,1.0,0
24.0,0,2.0,2.0,2.0,14.0,1,1,261.0,14.0,1.0,3
65.0,0,33.0,20.0,2.0,5.0,2,1,822.0,23.0,1.0,3
38.0,1,33.0,28.0,3.0,17.0,2,1,300.43,25.0,1.0,0
35.0,0,44.0,13.0,7.0,2.0,0,0,302.0,11.0,1.0,3
45.0,0,16.0,12.0,0.0,15.0,1,0,604.18,1.0,0.0,3
44.0,1,9.0,16.0,3.0,1.0,0,0,586.15,21.0,0.0,1
63.0,0,33.0,3.0,0.0,14.0,1,0,201.63,15.0,1.0,0
41.0,0,39.0,23.0,3.0,12.0,2,0,731.1,15.0,0.0,3
31.0,1,39.0,26.0,0.0,6.0,1,2,611.84,14.0,0.0,2
57.0,1,25.0,25.0,5.0,22.0,1,0,978.0,29.0,1.0,1
63.0,0,3.0,6.0,2.0,23.0,2,0,232.0,5.0,1.0,0
37.0,1,4.0,8.0,1.0,26.0,1,2,737.0,8.0,1.0,2
41.0,1,52.0,17.0,2.0,9.0,1,0,921.8,26.0,0.0,1
19.0,0,43.0,25.0,1.0,8.0,1,2,766.77,6.0,0.0,3
65.0,1,12.0,13.0,10.0,1.0,2,2,282.0,20.0,1.0,0
45.0,1,59.0,6.0,0.0,7.0,2,1,421.0,23.0,1.0,2
63.0,0,2.0,26.0,0.0,27.0,1,2,443.55,13.0,1.0,0
57.0,1,46.0,14.0,9.0,7.0,0,2,715.0,12.0,1.0,0
49.0,1,15.0,1.0,3.0,11.0,2,1,937.0,11.0,1.0,1
30.0,1,52.0,26.0,1.0,1.0,2,2,648.63,23.0,0.0,2
30.0,0,10.0,7.0,8.0,20.0,2,1,815.89,12.0,1.0,3
50.0,1,29.0,17.0,0.0,16.0,0,2,903.99,11.0,0.0,2
48.0,0,8.0,7.0,1.0,19.0,0,0,913.0,16.0,1.0,3
61.0,0,47.0,8.0,2.0,9.0,0,1,302.0,28.0,1.0,0
44.0,0,27.0,23.0,6.0,1.0,2,0,590.88,5.0,1.0,3
